condition,noise,run,node,epoch,grad_slope,grad_thresh,grad_pass,acc_variance,var_thresh,var_pass,local_converged,global_flag_value,log_reported_node,val_accuracy,source_file
full_dp,1.5,1,ml2,14,,,,,,,,,,0.6702,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,15,,,,,,,,,,0.6866,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,16,,,,,,,,,,0.6854,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,17,,,,,,,,,,0.6870,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,18,,,,,,,,,,0.6895,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,19,,,,,,,,,,0.6966,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,20,,,,,,,,,,0.7007,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,21,,,,,,,,,,0.7033,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,22,,,,,,,,,,0.7035,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,23,,,,,,,,,,0.7049,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,24,,,,,,,,,,0.7147,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,25,,,,,,,,,,0.7089,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,26,,,,,,,,,,0.7177,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,27,,,,,,,,,,0.7011,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,28,,,,,,,,,,0.7168,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,29,,,,,,,,,,0.7156,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,30,,,,,,,,,,0.7157,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,31,,,,,,,,,,0.7070,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,32,,,,,,,,,,0.7222,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,33,,,,,,,,,,0.7174,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,34,,,,,,,,,,0.7196,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,35,,,,,,,,,,0.7316,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,36,,,,,,,,,,0.7265,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,37,,,,,,,,,,0.7367,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,38,,,,,,,,,,0.7258,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,39,,,,,,,,,,0.7384,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,40,,,,,,,,,,0.7376,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,41,,,,,,,,,,0.7328,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,42,,,,,,,,,,0.7386,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,43,,,,,,,,,,0.7399,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,44,,,,,,,,,,0.7437,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,45,,,,,,,,,,0.7373,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,46,,,,,,,,,,0.7425,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,47,,,,,,,,,,0.7337,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,48,,,,,,,,,,0.7408,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,49,,,,,,,,,,0.7454,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,50,,,,,,,,,,0.7432,exp_full_dp_1.5_ml2_run1.log
