condition,noise,run,node,epoch,grad_slope,grad_thresh,grad_pass,acc_variance,var_thresh,var_pass,local_converged,global_flag_value,log_reported_node,val_accuracy,source_file
full_dp,1.0,1,ml2,43,,,,,,,,,,0.7647,exp_full_dp_1.0_ml2_run1.log
full_dp,1.0,1,ml2,44,,,,,,,,,,0.7642,exp_full_dp_1.0_ml2_run1.log
full_dp,1.0,1,ml2,45,,,,,,,,,,0.7634,exp_full_dp_1.0_ml2_run1.log
full_dp,1.0,1,ml2,46,,,,,,,,,,0.7662,exp_full_dp_1.0_ml2_run1.log
full_dp,1.0,1,ml2,47,,,,,,,,,,0.7599,exp_full_dp_1.0_ml2_run1.log
full_dp,1.0,1,ml2,48,,,,,,,,,,0.7620,exp_full_dp_1.0_ml2_run1.log
full_dp,1.0,1,ml2,49,,,,,,,,,,0.7608,exp_full_dp_1.0_ml2_run1.log
full_dp,1.0,1,ml2,50,,,,,,,,,,0.7599,exp_full_dp_1.0_ml2_run1.log
full_dp,1.5,1,ml1,1,,,,,,,,,,0.5192,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,2,,,,,,,,,,0.5904,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,3,,,,,,,,,,0.6166,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,4,,,,,,,,,,0.6326,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,5,,,,,,,,,,0.6460,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,6,,,,,,,,,,0.6475,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,7,,,,,,,,,,0.6386,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,8,,,,,,,,,,0.6544,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,9,,,,,,,,,,0.6601,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,10,,,,,,,,,,0.6642,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,11,,,,,,,,,,0.6654,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,12,,,,,,,,,,0.6714,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,13,,,,,,,,,,0.6714,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,14,,,,,,,,,,0.6722,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,15,,,,,,,,,,0.6863,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,16,,,,,,,,,,0.6917,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,17,,,,,,,,,,0.6895,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,18,,,,,,,,,,0.6950,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,19,,,,,,,,,,0.6763,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,20,,,,,,,,,,0.6989,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,21,,,,,,,,,,0.7060,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,22,,,,,,,,,,0.7053,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,23,,,,,,,,,,0.7101,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,24,,,,,,,,,,0.7079,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,25,,,,,,,,,,0.7203,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,26,,,,,,,,,,0.7118,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,27,,,,,,,,,,0.7143,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,28,,,,,,,,,,0.7235,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,29,,,,,,,,,,0.7133,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,30,,,,,,,,,,0.7180,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,31,,,,,,,,,,0.7193,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,32,,,,,,,,,,0.7060,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,33,,,,,,,,,,0.7239,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,34,,,,,,,,,,0.7268,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,35,,,,,,,,,,0.7210,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,36,,,,,,,,,,0.7163,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,37,,,,,,,,,,0.7344,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,38,,,,,,,,,,0.7252,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,39,,,,,,,,,,0.7317,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,40,,,,,,,,,,0.7284,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,41,,,,,,,,,,0.7391,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,42,,,,,,,,,,0.7397,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,43,,,,,,,,,,0.7306,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,44,,,,,,,,,,0.7324,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,45,,,,,,,,,,0.7410,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,46,,,,,,,,,,0.7379,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,47,,,,,,,,,,0.7398,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,48,,,,,,,,,,0.7429,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,49,,,,,,,,,,0.7460,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml1,50,,,,,,,,,,0.7525,exp_full_dp_1.5_ml1_run1.log
full_dp,1.5,1,ml2,1,,,,,,,,,,0.5097,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,2,,,,,,,,,,0.5683,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,3,,,,,,,,,,0.6015,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,4,,,,,,,,,,0.6164,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,5,,,,,,,,,,0.6433,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,6,,,,,,,,,,0.6444,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,7,,,,,,,,,,0.6486,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,8,,,,,,,,,,0.6610,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,9,,,,,,,,,,0.6625,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,10,,,,,,,,,,0.6597,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,11,,,,,,,,,,0.6748,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,12,,,,,,,,,,0.6670,exp_full_dp_1.5_ml2_run1.log
full_dp,1.5,1,ml2,13,,,,,,,,,,0.6691,exp_full_dp_1.5_ml2_run1.log
