noise_multiplier,node,run,epoch,grad_slope,acc_variance,val_acc
1,ml1,1,22,0.602383,1.258e-05,0.7352
1,ml1,1,23,2.333524,1.296e-05,0.7277
1,ml1,1,24,0.606968,5.164e-05,0.7495
1,ml1,1,25,1.466189,5.613e-05,0.7418
1,ml1,1,26,0.855917,5.464e-05,0.7427
1,ml1,1,27,1.616833,5.729e-05,0.7338
1,ml1,1,28,0.168601,3.275e-05,0.7349
1,ml1,1,29,2.332461,1.592e-05,0.7338
1,ml1,1,30,0.076593,4.111e-05,0.75
1,ml1,1,31,0.490831,5.065e-05,0.7471
1,ml1,1,32,0.731175,4.225e-05,0.7439
1,ml1,1,33,0.256543,3.229e-05,0.7476
1,ml1,1,34,2.270653,1.196e-05,0.7543
1,ml1,1,35,0.217181,2.113e-05,0.756
1,ml1,1,36,0.057694,2.519e-05,0.7565
1,ml1,1,37,0.376745,1.036e-05,0.7548
1,ml1,1,38,1.829206,6.4e-07,0.7557
1,ml1,1,39,3.123103,4.72e-06,0.7505
1,ml1,1,40,3.031153,4.8e-06,0.7526
1,ml1,1,41,0.167187,3.57e-06,0.752
1,ml1,1,42,0.207318,1.984e-05,0.763
1,ml1,1,43,1.156466,2.19e-05,0.7583
1,ml1,1,44,1.221539,2.311e-05,0.7499
1,ml1,1,45,2.858955,3.071e-05,0.7634
1,ml1,1,46,1.192415,2.418e-05,0.7605
1,ml1,1,47,1.660694,2.301e-05,0.7622
1,ml1,1,48,0.347886,2.99e-05,0.7656
1,ml1,1,49,1.344808,5.16e-06,0.7668
1,ml1,1,50,0.398759,6.8e-06,0.767
1,ml1,2,6,2.856018,0.0004041,0.6463
1,ml1,2,7,1.092168,0.00041146,0.6815
1,ml1,2,8,1.767791,0.00027088,0.6725
1,ml1,2,9,1.940656,0.00028537,0.6919
1,ml1,2,10,0.209571,0.0003759,0.7034
1,ml1,2,11,0.229218,0.00012955,0.6993
1,ml1,2,12,2.093685,0.00011579,0.6962
1,ml1,2,13,0.362769,5.413e-05,0.7135
1,ml1,2,14,1.362416,9.304e-05,0.7223
1,ml1,2,15,1.186563,8.993e-05,0.7082
1,ml1,2,16,0.363676,8.634e-05,0.7197
1,ml1,2,17,1.666496,4.742e-05,0.728
1,ml1,2,18,0.326421,5.74e-05,0.7295
1,ml1,2,19,0.861823,7.507e-05,0.7319
1,ml1,2,20,0.446796,1.841e-05,0.7304
1,ml1,2,21,2.185734,6.89e-06,0.7242
1,ml1,2,22,2.353155,7.81e-06,0.7316
1,ml1,2,23,0.395546,3.153e-05,0.7417
1,ml1,2,24,0.044944,3.239e-05,0.7343
1,ml1,2,25,0.901764,3.304e-05,0.7297
1,ml1,2,26,1.498914,6.06e-05,0.7509
1,ml1,2,27,1.829143,6.317e-05,0.7477
1,ml1,2,28,0.685446,7.553e-05,0.7495
1,ml1,2,29,0.071386,6.916e-05,0.7524
1,ml1,2,30,0.187914,3e-06,0.7482
1,ml1,2,31,0.040909,4.68e-06,0.753
1,ml1,2,32,0.974824,3.222e-05,0.7373
1,ml1,2,33,0.188769,4.548e-05,0.757
1,ml1,2,34,0.020377,6.19e-05,0.7596
1,ml1,2,35,1.51442,6.525e-05,0.7575
1,ml1,2,36,0.740143,6.598e-05,0.755
1,ml1,2,37,0.123808,3.01e-06,0.7596
1,ml1,2,38,0.214186,5.93e-06,0.7623
1,ml1,2,39,0.341518,1.384e-05,0.7657
1,ml1,2,40,0.714321,1.683e-05,0.766
1,ml1,2,41,0.440388,5.64e-06,0.7642
1,ml1,2,42,0.494443,2.16e-06,0.7629
1,ml1,2,43,0.800515,2.16e-06,0.7671
1,ml1,2,44,0.357258,2.11e-06,0.7654
1,ml1,2,45,0.178358,2.23e-06,0.7635
1,ml1,2,46,0.160002,2.21e-06,0.7651
1,ml1,2,47,0.31673,1.33e-06,0.7657
1,ml1,2,48,2.481709,1.95e-06,0.762
1,ml1,2,49,0.90785,1.249e-05,0.7723
1,ml1,2,50,0.15837,2.156e-05,0.7743
1,ml1,3,6,1.660788,0.00127204,0.7016
1,ml1,3,7,1.416895,0.00045848,0.7029
1,ml1,3,8,1.397799,0.00032946,0.7013
1,ml1,3,9,0.683506,0.00024412,0.7076
1,ml1,3,10,0.720906,5.107e-05,0.7203
1,ml1,3,11,0.728546,6.591e-05,0.7196
1,ml1,3,12,0.047199,8.571e-05,0.7267
1,ml1,3,13,0.547548,3.824e-05,0.7176
1,ml1,3,14,1.367997,2.269e-05,0.7119
1,ml1,3,15,0.075301,5.816e-05,0.7339
1,ml1,3,16,0.826636,5.821e-05,0.7255
1,ml1,3,17,0.675813,7.29e-05,0.7328
1,ml1,3,18,1.943499,6.158e-05,0.7265
1,ml1,3,19,1.363623,2.107e-05,0.7376
1,ml1,3,20,0.604501,1.991e-05,0.7325
1,ml1,3,21,0.189349,1.314e-05,0.7345
1,ml1,3,22,0.572243,1.613e-05,0.7371
1,ml1,3,23,0.243153,5.27e-06,0.732
1,ml1,3,24,0.606176,6.57e-06,0.7386
1,ml1,3,25,0.608211,1.733e-05,0.7443
1,ml1,3,26,0.748097,2.613e-05,0.7462
1,ml1,3,27,0.138887,3.726e-05,0.7492
1,ml1,3,28,1.619335,1.92e-05,0.7513
1,ml1,3,29,0.60709,5.95e-06,0.7468
1,ml1,3,30,0.354544,5.57e-06,0.7446
1,ml1,3,31,0.596366,5.93e-06,0.7503
1,ml1,3,32,0.912626,5.85e-06,0.7476
1,ml1,3,33,1.791115,5.15e-06,0.7507
1,ml1,3,34,0.756028,2.899e-05,0.7606
1,ml1,3,35,0.605376,2.059e-05,0.7497
1,ml1,3,36,0.135683,2.365e-05,0.7569
1,ml1,3,37,0.077569,1.808e-05,0.758
1,ml1,3,38,0.162268,1.31e-05,0.7568
1,ml1,3,39,1.553318,1.106e-05,0.7515
1,ml1,3,40,0.214341,5.38e-06,0.7545
1,ml1,3,41,0.682329,6.26e-06,0.7581
1,ml1,3,42,0.547735,5.21e-06,0.7563
1,ml1,3,43,0.419173,2.173e-05,0.7654
1,ml1,3,44,1.711998,3.111e-05,0.769
1,ml1,3,45,1.349563,2.369e-05,0.7658
1,ml1,3,46,0.202772,2.707e-05,0.7717
1,ml1,3,47,0.86136,7.79e-06,0.764
1,ml1,3,48,1.358571,1.013e-05,0.7632
1,ml1,3,49,1.904854,9.68e-06,0.7639
1,ml1,3,50,1.305727,1.068e-05,0.7632
1.5,ml1,1,6,2.964496,0.00239346,0.6594
1.5,ml1,1,7,1.866358,0.00056373,0.6628
1.5,ml1,1,8,1.388753,0.00025771,0.6725
1.5,ml1,1,9,0.207519,0.0001099,0.6831
1.5,ml1,1,10,0.381505,6.878e-05,0.6675
1.5,ml1,1,11,1.125636,7.015e-05,0.6839
1.5,ml1,1,12,0.713975,0.00012775,0.7003
1.5,ml1,1,13,0.373406,0.00013949,0.6978
1.5,ml1,1,14,0.566608,0.00015894,0.6992
1.5,ml1,1,15,0.931715,6.401e-05,0.7087
1.5,ml1,1,16,0.6633,8.979e-05,0.7232
1.5,ml1,1,17,0.436759,8.288e-05,0.7094
1.5,ml1,1,18,0.881155,8.268e-05,0.7224
1.5,ml1,1,19,0.386184,4.157e-05,0.7207
1.5,ml1,1,20,2.855807,5.954e-05,0.7042
1.5,ml1,1,21,0.169589,5.813e-05,0.7227
1.5,ml1,1,22,0.484735,5.164e-05,0.7225
1.5,ml1,1,23,2.093854,6.205e-05,0.7081
1.5,ml1,1,24,0.663582,8.802e-05,0.7286
1.5,ml1,1,25,3.11936,8.273e-05,0.7357
1.5,ml1,1,26,1.399065,8.621e-05,0.7285
1.5,ml1,1,27,0.094232,8.512e-05,0.726
1.5,ml1,1,28,0.167071,1.995e-05,0.722
1.5,ml1,1,29,2.458069,2.266e-05,0.7239
1.5,ml1,1,30,4.114958,1.007e-05,0.7193
1.5,ml1,1,31,0.496198,1.082e-05,0.7289
1.5,ml1,1,32,1.330298,3.933e-05,0.7371
1.5,ml1,1,33,0.708016,3.807e-05,0.7318
1.5,ml1,1,34,1.071011,4.375e-05,0.7373
1.5,ml1,1,35,3.042936,1.089e-05,0.7358
1.5,ml1,1,36,2.556143,1.34e-05,0.7278
1.5,ml1,1,37,0.173532,1.304e-05,0.7368
1.5,ml1,1,38,1.91253,1.231e-05,0.7329
1.5,ml1,1,39,1.885902,9.78e-06,0.7334
1.5,ml1,1,40,1.958732,1.467e-05,0.7264
1.5,ml1,1,41,0.782897,1.603e-05,0.7378
1.5,ml1,1,42,0.382249,1.343e-05,0.7337
1.5,ml1,1,43,1.456559,2.547e-05,0.7415
1.5,ml1,1,44,0.355229,2.557e-05,0.7332
1.5,ml1,1,45,1.729313,1.945e-05,0.7285
1.5,ml1,1,46,1.348519,3.177e-05,0.7437
1.5,ml1,1,47,0.217146,3.925e-05,0.7442
1.5,ml1,1,48,0.418834,4.251e-05,0.7435
1.5,ml1,1,49,0.912921,4.625e-05,0.7483
1.5,ml1,1,50,2.156871,1.133e-05,0.7521
1.5,ml1,2,6,2.030392,0.00273549,0.6647
1.5,ml1,2,7,2.425118,0.0003245,0.6724
1.5,ml1,2,8,1.403342,0.00011454,0.6777
1.5,ml1,2,9,1.13356,3.294e-05,0.6714
1.5,ml1,2,10,2.440781,1.889e-05,0.6682
1.5,ml1,2,11,0.300338,3.465e-05,0.685
1.5,ml1,2,12,1.018915,4.944e-05,0.6857
1.5,ml1,2,13,1.39494,5.635e-05,0.671
1.5,ml1,2,14,0.351184,9.001e-05,0.6932
1.5,ml1,2,15,1.074286,8.685e-05,0.6986
1.5,ml1,2,16,0.398317,0.0001916,0.7128
1.5,ml1,2,17,1.339023,0.0001866,0.6999
1.5,ml1,2,18,0.354635,5.637e-05,0.7108
1.5,ml1,2,19,0.179605,3.217e-05,0.7063
1.5,ml1,2,20,0.063397,1.997e-05,0.7089
1.5,ml1,2,21,1.725459,3.249e-05,0.6956
1.5,ml1,2,22,0.45683,4.597e-05,0.7161
1.5,ml1,2,23,0.533244,5.738e-05,0.7161
1.5,ml1,2,24,0.744134,6.662e-05,0.7173
1.5,ml1,2,25,0.489601,6.787e-05,0.7076
1.5,ml1,2,26,0.065564,1.661e-05,0.7196
1.5,ml1,2,27,0.105181,1.949e-05,0.7195
1.5,ml1,2,28,0.583611,5.943e-05,0.7318
1.5,ml1,2,29,0.685227,8.762e-05,0.7331
1.5,ml1,2,30,0.189638,3.902e-05,0.7319
1.5,ml1,2,31,0.41625,2.878e-05,0.724
1.5,ml1,2,32,0.609389,1.059e-05,0.7293
1.5,ml1,2,33,0.168115,1.703e-05,0.7363
1.5,ml1,2,34,0.848098,4.135e-05,0.743
1.5,ml1,2,35,0.30702,4.131e-05,0.7343
1.5,ml1,2,36,0.162761,3.163e-05,0.7445
1.5,ml1,2,37,0.272584,1.492e-05,0.7398
1.5,ml1,2,38,0.043445,1.254e-05,0.7418
1.5,ml1,2,39,0.82733,1.254e-05,0.743
1.5,ml1,2,40,0.053909,2.37e-06,0.7424
1.5,ml1,2,41,0.714384,1.21e-06,0.7423
1.5,ml1,2,42,0.215817,5.86e-06,0.7364
1.5,ml1,2,43,0.134796,6.02e-06,0.7423
1.5,ml1,2,44,0.531063,5.33e-06,0.7414
1.5,ml1,2,45,1.406081,1.057e-05,0.7466
1.5,ml1,2,46,0.8318,1.071e-05,0.7428
1.5,ml1,2,47,0.681282,5.74e-06,0.7473
1.5,ml1,2,48,0.50783,1.842e-05,0.7537
1.5,ml1,2,49,1.121943,2.2e-05,0.7554
1.5,ml1,2,50,0.576955,2.936e-05,0.7573
1.5,ml1,3,6,2.42333,0.00196415,0.6759
1.5,ml1,3,7,1.951201,0.00066577,0.6836
1.5,ml1,3,8,1.605146,0.00041322,0.6679
1.5,ml1,3,9,1.053111,0.00048401,0.6846
1.5,ml1,3,10,1.295906,8.197e-05,0.6949
1.5,ml1,3,11,1.090546,0.00010255,0.696
1.5,ml1,3,12,0.13059,0.00019428,0.7099
1.5,ml1,3,13,0.22235,8.094e-05,0.7064
1.5,ml1,3,14,1.623577,4.285e-05,0.7094
1.5,ml1,3,15,0.153877,4.041e-05,0.7152
1.5,ml1,3,16,0.128555,9.86e-06,0.7136
1.5,ml1,3,17,0.679257,4.633e-05,0.7263
1.5,ml1,3,18,0.313209,3.617e-05,0.7217
1.5,ml1,3,19,1.045895,6.279e-05,0.7354
1.5,ml1,3,20,2.099467,5.41e-05,0.719
1.5,ml1,3,21,0.034497,3.129e-05,0.7268
1.5,ml1,3,22,0.569527,3.695e-05,0.7317
1.5,ml1,3,23,0.090406,7.046e-05,0.7441
1.5,ml1,3,24,0.511595,7.148e-05,0.736
1.5,ml1,3,25,1.848255,5.327e-05,0.7461
1.5,ml1,3,26,0.430647,2.903e-05,0.7425
1.5,ml1,3,27,0.210422,1.155e-05,0.7429
1.5,ml1,3,28,0.523404,1.911e-05,0.7491
1.5,ml1,3,29,0.151217,6.39e-06,0.7472
1.5,ml1,3,30,0.648546,6.94e-06,0.7474
1.5,ml1,3,31,0.406368,7.95e-06,0.7418
1.5,ml1,3,32,1.283194,7.34e-06,0.7435
1.5,ml1,3,33,0.135035,1.652e-05,0.7536
1.5,ml1,3,34,1.061547,3.022e-05,0.7373
1.5,ml1,3,35,1.476403,3.353e-05,0.7384
1.5,ml1,3,36,0.075133,3.341e-05,0.7421
1.5,ml1,3,37,1.391573,4.042e-05,0.7495
1.5,ml1,3,38,0.133956,3.141e-05,0.7509
1.5,ml1,3,39,1.726652,2.389e-05,0.7492
1.5,ml1,3,40,0.14433,1.024e-05,0.7456
1.5,ml1,3,41,0.346962,5.49e-06,0.7527
1.5,ml1,3,42,1.591663,5.95e-06,0.7479
1.5,ml1,3,43,1.186706,5.72e-06,0.7505
1.5,ml1,3,44,3.373298,3.608e-05,0.7354
1.5,ml1,3,45,0.478101,5.058e-05,0.7562
1.5,ml1,3,46,0.776319,5.727e-05,0.7558
1.5,ml1,3,47,0.141247,5.688e-05,0.7496
1.5,ml1,3,48,0.59917,7.41e-05,0.7597
1.5,ml1,3,49,2.624401,1.058e-05,0.7554
1.5,ml1,3,50,0.419015,1.946e-05,0.7476
